"date","CO","RH","NEPH","NO","NO2","NOx","O3","PM10","PM2.5","SO2","temp","wd","SD1","ws","site","campaign","SWR"
2012-05-07 02:00:00,NA,74.5,0.12,0,8,9,8,13.9,1.6,NA,10.6,292.2,24.9,0.9,"Earlwood","SPS2",NA
2012-05-07 03:00:00,200,83.7,0.19,15,17,32,1,10.3,5.3,0,8.7,310.3,59.4,0.6,"Chullora","SPS2",NA
2012-05-07 03:00:00,300,83.8,0.31,40,15,54,0,23.9,9.9,NA,8.1,259.3,28,0.5,"Liverpool","SPS2",NA
2012-05-07 03:00:00,NA,75.9,0.14,2,14,16,5,11.2,2.6,NA,10.4,280.1,18.8,1.1,"Earlwood","SPS2",NA
2012-05-07 04:00:00,200,80.1,0.19,14,16,31,2,11.2,4.5,0,9.3,318.6,26.2,0.9,"Chullora","SPS2",NA
2012-05-07 04:00:00,300,85.1,0.31,33,13,46,0,27.9,10.8,NA,8,232.1,20.8,0.9,"Liverpool","SPS2",NA
2012-05-07 04:00:00,NA,77.5,0.16,6,16,22,2,13.8,4.1,NA,10.3,281.1,14.3,1.1,"Earlwood","SPS2",NA
2012-05-07 05:00:00,300,81.5,0.28,33,19,52,0,17.5,8,1,9,294.9,26.3,0.8,"Chullora","SPS2",NA
2012-05-07 05:00:00,400,84.1,0.32,25,12,38,0,16.2,14,NA,8.2,245,9.9,1.3,"Liverpool","SPS2",NA
2012-05-07 05:00:00,NA,79.7,0.19,15,16,31,1,21.1,5.1,NA,9.9,279.7,41.9,0.7,"Earlwood","SPS2",NA
2012-05-07 06:00:00,500,84,0.33,52,14,66,0,25,9.5,NA,8.6,255.1,40.9,0.4,"Liverpool","SPS2",NA
2012-05-07 06:00:00,500,85.2,0.42,58,18,76,0,23.5,11,1,9.2,314.7,41.6,0.6,"Chullora","SPS2",NA
2012-05-07 06:00:00,NA,83.8,0.24,32,15,46,1,19.5,6.4,NA,9.5,346.9,34,0.3,"Earlwood","SPS2",NA
2012-05-07 07:00:00,700,81.5,0.52,94,22,116,0,32.9,15.9,2,9.9,289,36.2,0.9,"Chullora","SPS2",NA
2012-05-07 07:00:00,700,82.8,0.35,78,15,93,0,31.3,14.2,NA,9.3,240.9,22.2,0.8,"Liverpool","SPS2",NA
2012-05-07 07:00:00,NA,81.8,0.42,81,17,97,2,36,13.2,NA,10.4,296.9,40.4,0.7,"Earlwood","SPS2",NA
2012-05-07 08:00:00,700,79,0.41,78,17,95,1,30.6,4.2,NA,10.6,240.8,25.1,0.8,"Liverpool","SPS2",NA
2012-05-07 08:00:00,800,77.8,0.41,86,21,107,0,27.6,11.8,1,11,13.9,57.3,0.4,"Chullora","SPS2",NA
2012-05-07 08:00:00,NA,76,0.42,80,18,97,2,33.4,10.6,NA,11.6,300.7,43.4,0.7,"Earlwood","SPS2",NA
2012-05-07 09:00:00,600,75.1,0.45,74,17,91,1,32.7,10.5,NA,11.7,279.6,29.9,0.9,"Liverpool","SPS2",NA
2012-05-07 09:00:00,900,73.4,0.48,95,24,119,1,36,14,2,12.1,292,28.5,1.3,"Chullora","SPS2",NA
2012-05-07 09:00:00,NA,72.8,0.48,95,21,114,2,43.7,13.8,NA,12.8,299.5,25.2,1.2,"Earlwood","SPS2",NA
2012-05-07 10:00:00,300,63.2,0.23,25,14,39,5,19.1,11.8,NA,13.5,256.4,22.5,1.7,"Liverpool","SPS2",NA
2012-05-07 10:00:00,600,62.7,0.35,40,22,62,2,33.9,10.3,1,13.9,272.1,35.8,1.5,"Chullora","SPS2",NA
2012-05-07 10:00:00,NA,65.6,0.35,63,21,83,3,33.9,8.9,NA,14,284.7,27.8,1.6,"Earlwood","SPS2",NA
2012-05-07 11:00:00,200,60.9,0.16,4,7,12,10,12.9,5.3,NA,14.4,240.2,24.9,1.5,"Liverpool","SPS2",NA
2012-05-07 11:00:00,400,58.7,0.21,24,20,44,4,16,3.4,1,14.5,235.3,31.8,1.4,"Chullora","SPS2",NA
2012-05-07 11:00:00,NA,59.2,0.23,31,19,49,4,21.3,3.5,NA,15,269.4,24.7,1.6,"Earlwood","SPS2",NA
2012-05-07 12:00:00,300,53.9,0.17,13,14,26,9,15.8,2.7,0,15.6,224.4,26.4,2,"Chullora","SPS2",NA
2012-05-07 12:00:00,300,57.1,0.15,11,10,21,10,14.6,7.5,NA,15.4,247.1,23.6,2,"Liverpool","SPS2",NA
2012-05-07 12:00:00,NA,54.7,0.15,16,13,29,7,24,1.9,NA,16.2,242.3,30,1.4,"Earlwood","SPS2",NA
2012-05-07 13:00:00,200,48.8,0.13,8,11,20,14,14.5,2.4,-1,17.4,229.1,39.6,1.6,"Chullora","SPS2",NA
2012-05-07 13:00:00,200,49.1,0.09,3,3,6,18,11.2,4.9,NA,17.7,246.4,53,1.8,"Liverpool","SPS2",NA
2012-05-07 13:00:00,NA,50.6,0.12,8,10,18,13,13.4,1,NA,17.5,255.8,45.7,1.4,"Earlwood","SPS2",NA
2012-05-07 14:00:00,200,45.6,0.06,1,3,4,18,8.8,1.2,NA,17.9,228.5,34.2,2.4,"Liverpool","SPS2",NA
2012-05-07 14:00:00,200,46.7,0.1,5,10,15,15,16.5,1.9,-1,18.1,222.4,36.6,2.2,"Chullora","SPS2",NA
2012-05-07 14:00:00,NA,45.4,0.07,2,5,7,19,8.8,-1.1,NA,18.1,226.7,30,2.1,"Earlwood","SPS2",NA
2012-05-07 15:00:00,200,47.4,0.08,5,13,18,14,17.8,1.8,-1,17.1,214.9,17.2,2.7,"Chullora","SPS2",NA
2012-05-07 15:00:00,200,47.8,0.07,4,10,14,11,15.4,-1.9,NA,17.1,220.3,22.5,1.9,"Liverpool","SPS2",NA
2012-05-07 15:00:00,NA,45.4,0.06,3,6,9,19,14.9,-0.1,NA,17.8,228.6,24.9,2.2,"Earlwood","SPS2",NA
2012-05-07 16:00:00,300,49.5,0.09,4,15,19,11,14.6,2.7,-1,16.5,218.2,17,2.1,"Chullora","SPS2",NA
2012-05-07 16:00:00,300,49.7,0.09,6,15,20,7,15.8,8.2,NA,17,235.3,19.8,1.4,"Liverpool","SPS2",NA
2012-05-07 16:00:00,NA,48.6,0.12,2,9,12,14,13.8,2.6,NA,17.3,226,26.2,1.3,"Earlwood","SPS2",NA
2012-05-07 17:00:00,500,57.2,0.21,18,17,35,2,20.6,4.8,NA,15.4,276.1,38.9,0.5,"Liverpool","SPS2",NA
2012-05-07 17:00:00,600,59.6,0.23,41,23,65,3,33.5,8.6,0,14.5,233.2,42.8,0.4,"Chullora","SPS2",NA
2012-05-07 17:00:00,NA,60.1,0.12,15,17,32,5,18.4,4.4,NA,15.5,227.5,63.1,0.4,"Earlwood","SPS2",NA
2012-05-07 18:00:00,1000,65.9,0.45,74,19,93,1,44.4,13.8,NA,14.1,248.7,42.6,0.3,"Liverpool","SPS2",NA
2012-05-07 18:00:00,1300,67.9,0.48,163,29,192,0,59.2,24.3,2,13.4,231.9,62.3,0.2,"Chullora","SPS2",NA
2012-05-07 18:00:00,NA,73.6,0.25,79,18,96,2,32.5,9.2,NA,13.4,289.7,80.4,0.2,"Earlwood","SPS2",NA
2012-05-07 19:00:00,1300,69.5,0.5,125,20,145,1,59.9,17.8,NA,13.8,236.2,17.1,0.6,"Liverpool","SPS2",NA
2012-05-07 19:00:00,1600,71.6,0.54,227,31,257,0,61.1,24,4,13.1,279.9,54,0.2,"Chullora","SPS2",NA
2012-05-07 19:00:00,NA,82.2,0.27,107,15,121,1,33.5,10.1,NA,12.4,299.6,56,0.3,"Earlwood","SPS2",NA
2012-05-07 20:00:00,800,71.6,0.43,90,19,109,0,48,22.1,NA,13.3,238.4,16.8,0.8,"Liverpool","SPS2",NA
2012-05-07 20:00:00,1200,67.7,0.45,135,27,161,0,41,15.7,3,13.7,259.8,23.9,0.7,"Chullora","SPS2",NA
2012-05-07 20:00:00,NA,84.8,0.51,146,16,161,2,36.1,15.2,NA,12.2,275.1,23.4,0.7,"Earlwood","SPS2",NA
2012-05-07 21:00:00,800,79.7,0.51,44,15,59,1,38.8,16.4,NA,11.6,234.1,28.7,0.6,"Liverpool","SPS2",NA
2012-05-07 21:00:00,1200,73.1,0.54,122,24,146,0,32.6,14.7,2,12.5,242.9,23.9,0.7,"Chullora","SPS2",NA
2012-05-07 21:00:00,NA,87.3,0.68,NA,NA,NA,2,45,19,NA,11.7,279.9,14.6,0.6,"Earlwood","SPS2",NA
2012-05-07 22:00:00,800,85.2,0.65,46,13,59,1,27.4,18.8,NA,10.5,263.1,51.3,0.4,"Liverpool","SPS2",NA
2012-05-07 22:00:00,1000,77.2,0.51,99,22,121,0,32.6,13.9,2,11.8,234.9,23.4,0.8,"Chullora","SPS2",NA
2012-05-07 22:00:00,NA,91.2,0.66,NA,NA,NA,2,40,17.8,NA,10.5,280.9,17.1,0.6,"Earlwood","SPS2",NA
2012-05-07 23:00:00,600,76,0.37,51,20,71,0,26,10.3,1,11.9,288.5,31.9,1.2,"Chullora","SPS2",NA
2012-05-07 23:00:00,700,84.6,0.65,47,13,60,1,29.5,18,NA,10.3,263,10.1,1.2,"Liverpool","SPS2",NA
2012-05-07 23:00:00,NA,92.6,0.61,NA,NA,NA,2,39,18.2,NA,10.4,288.2,12.3,1.3,"Earlwood","SPS2",NA
2012-05-08 00:00:00,400,86.4,0.45,29,12,41,0,29,9.5,NA,9.7,247.5,14.3,1,"Liverpool","SPS2",NA
2012-05-08 00:00:00,800,86.6,0.52,72,19,90,0,21.3,12.5,0,10,291.2,63.3,0.4,"Chullora","SPS2",NA
2012-05-08 00:00:00,NA,89.4,0.52,125,14,137,2,31,13.3,NA,10.4,289.8,11.9,1.5,"Earlwood","SPS2",NA
2012-05-08 02:00:00,200,91.1,0.43,36,10,46,0,20,3.9,NA,8.1,263.9,13.9,1,"Liverpool","SPS2",NA
2012-05-08 02:00:00,500,87.8,0.35,30,16,46,1,14.4,7.1,1,9.5,278.8,21.9,0.8,"Chullora","SPS2",NA
2012-05-08 02:00:00,NA,91.8,0.49,73,10,83,2,26,11.2,NA,9.6,290,15.7,1.2,"Earlwood","SPS2",NA
2012-05-08 03:00:00,400,92,0.42,61,10,70,0,35.4,9.6,NA,7.9,273.2,13.1,0.8,"Liverpool","SPS2",NA
2012-05-08 03:00:00,500,88.7,0.29,24,15,39,0,11.8,5.9,0,9,293,24,0.8,"Chullora","SPS2",NA
2012-05-08 03:00:00,NA,86.8,0.32,30,12,43,2,16.8,5.5,NA,10,279.8,15,1.6,"Earlwood","SPS2",NA
2012-05-08 04:00:00,300,89.8,0.31,41,11,52,0,30.3,8.8,NA,8.1,274.5,18.4,0.8,"Liverpool","SPS2",NA
2012-05-08 04:00:00,400,83.7,0.3,19,17,36,0,13.6,6.8,1,9.7,277.3,24.9,1.1,"Chullora","SPS2",NA
2012-05-08 04:00:00,NA,88.8,0.33,34,11,45,2,21.8,7,NA,9.5,286.9,15.4,1.6,"Earlwood","SPS2",NA
2012-05-08 05:00:00,300,88.5,0.29,21,10,31,0,14.8,5.5,NA,8.3,273.4,10.5,1.5,"Liverpool","SPS2",NA
2012-05-08 05:00:00,500,86.8,0.52,38,17,56,0,21.6,12.6,1,9.3,297,45.5,1.1,"Chullora","SPS2",NA
2012-05-08 05:00:00,NA,87.4,0.3,28,12,40,2,20.4,6.3,NA,9.6,286.3,15.6,1.9,"Earlwood","SPS2",NA
2012-05-08 06:00:00,400,90.1,0.24,29,9,38,0,14.3,10.9,NA,8.1,271.3,10.6,1.6,"Liverpool","SPS2",NA
2012-05-08 06:00:00,700,94.9,0.6,80,17,97,0,26.8,14.1,1,8,330.9,41.7,0.7,"Chullora","SPS2",NA
2012-05-08 06:00:00,NA,91.4,0.46,46,11,57,2,23.2,11,NA,9.3,290.3,19.9,2,"Earlwood","SPS2",NA
2012-05-08 07:00:00,500,87.7,0.31,64,11,75,1,26.7,8.1,NA,8.9,271.7,14.4,1.5,"Liverpool","SPS2",NA
2012-05-08 07:00:00,700,88.4,0.54,68,17,84,1,22.4,13.1,2,9.7,302.2,30,1.6,"Chullora","SPS2",NA
2012-05-08 07:00:00,NA,89.6,0.46,68,11,78,2,24,11.1,NA,9.9,292.4,21.8,1.8,"Earlwood","SPS2",NA
2012-05-08 08:00:00,500,80.5,0.23,49,9,59,2,24.3,21.1,NA,11.3,297.9,19.3,1.5,"Liverpool","SPS2",NA
2012-05-08 08:00:00,700,75.5,0.42,66,19,85,2,24.7,9.5,2,12.3,300.1,26.3,2,"Chullora","SPS2",NA
2012-05-08 08:00:00,NA,79.2,0.4,64,13,77,3,23.3,9,NA,12.6,302.7,27.9,1.5,"Earlwood","SPS2",NA
2012-05-08 09:00:00,300,70.2,0.19,25,8,33,5,15.4,19,NA,14,290.8,25.7,1.5,"Liverpool","SPS2",NA
2012-05-08 09:00:00,600,63.8,0.31,40,19,59,4,19.4,7.1,1,14.9,297.8,30.8,2,"Chullora","SPS2",NA
2012-05-08 09:00:00,NA,65.3,0.26,41,16,56,5,22.5,5.3,NA,15.4,296.2,29.2,1.8,"Earlwood","SPS2",NA
2012-05-08 10:00:00,300,58.8,0.14,9,5,14,11,13.2,NA,NA,16.8,279.1,37.3,1.4,"Liverpool","SPS2",NA
2012-05-08 10:00:00,500,55.8,0.17,20,14,35,8,15.7,2.6,1,17.1,282.7,44.3,1.4,"Chullora","SPS2",NA
2012-05-08 10:00:00,NA,54.3,0.15,19,13,32,10,14.8,2.5,NA,17.9,277.7,24.6,2.1,"Earlwood","SPS2",NA
2012-05-08 11:00:00,300,52.4,0.09,3,2,5,17,12.7,7.6,NA,18.8,268.6,38.3,1.5,"Liverpool","SPS2",NA
2012-05-08 11:00:00,400,50.2,0.1,9,11,20,14,15.4,0.5,-1,18.8,259.3,41.9,1.5,"Chullora","SPS2",NA
2012-05-08 11:00:00,NA,46.7,0.11,NA,NA,NA,NA,NA,NA,NA,20.2,292.7,49.1,0.9,"Earlwood","SPS2",NA
2012-05-08 12:00:00,300,47.2,0.08,1,0,1,21,10.4,2.4,NA,20.4,248.1,31,1.9,"Liverpool","SPS2",NA
2012-05-08 12:00:00,400,47.5,0.11,8,11,19,15,17.7,2.2,-1,20.1,268.8,57,1.2,"Chullora","SPS2",NA
2012-05-08 12:00:00,NA,41.9,0.11,NA,NA,NA,NA,NA,NA,NA,21.5,275.1,48.3,1.1,"Earlwood","SPS2",NA
2012-05-08 13:00:00,300,41.8,NA,3,2,5,21,10.9,3.3,NA,21.5,245.6,59,0.9,"Liverpool","SPS2",NA
2012-05-08 13:00:00,500,44.3,0.1,4,9,13,19,14.7,1.1,-1,21.4,259.9,73.9,0.5,"Chullora","SPS2",NA
2012-05-08 13:00:00,NA,41.9,0.13,NA,NA,NA,NA,NA,NA,NA,22.1,349.1,65.5,0.6,"Earlwood","SPS2",NA
2012-05-08 14:00:00,300,39.4,0.07,1,2,3,23,15.1,0.7,NA,22.7,312.7,73.8,0.6,"Liverpool","SPS2",NA
2012-05-08 14:00:00,400,40.9,0.08,3,10,13,21,16.9,2,-1,22.2,233,82.5,0.3,"Chullora","SPS2",NA
2012-05-08 14:00:00,NA,40.7,0.1,6,10,15,NA,29.8,NA,NA,22.4,359,65.7,0.5,"Earlwood","SPS2",NA
2012-05-08 15:00:00,300,38.3,0.07,1,3,4,23,16.3,-0.1,NA,23.3,356.4,61.1,0.8,"Liverpool","SPS2",NA
2012-05-08 15:00:00,400,41.2,0.09,2,12,14,20,15.7,3.1,-1,22.3,28.8,68.4,0.8,"Chullora","SPS2",NA
2012-05-08 15:00:00,NA,40.5,0.1,6,13,19,17,NA,-1.5,NA,22.4,24,61.3,0.6,"Earlwood","SPS2",NA
2012-05-08 16:00:00,400,42,0.1,4,16,20,11,16,3.5,NA,22.4,25.9,27,0.9,"Liverpool","SPS2",NA
2012-05-08 16:00:00,500,50.1,0.19,5,25,31,11,21.9,7.7,0,20.4,42.2,11.1,1.4,"Chullora","SPS2",NA
2012-05-08 16:00:00,NA,45,0.12,12,23,35,10,24.7,0.3,NA,21.3,21,19.3,1.1,"Earlwood","SPS2",NA
2012-05-08 17:00:00,700,62.6,0.22,44,38,82,1,24.1,10.3,2,16.9,56.9,10,0.9,"Chullora","SPS2",NA
2012-05-08 17:00:00,900,53.1,0.42,52,30,82,1,74,17.3,NA,19,30.5,23,0.8,"Liverpool","SPS2",NA
2012-05-08 17:00:00,NA,60.4,0.23,44,34,78,3,33.9,6.4,NA,18.6,22.6,41.9,0.5,"Earlwood","SPS2",NA
2012-05-08 18:00:00,900,72.9,0.24,67,36,103,0,23.3,10.5,2,15.3,55.7,9.7,0.9,"Chullora","SPS2",NA
2012-05-08 18:00:00,1600,65.9,0.5,136,27,162,1,65.9,21.9,NA,16.1,172.8,64.7,0.3,"Liverpool","SPS2",NA
2012-05-08 18:00:00,NA,71.5,0.36,84,34,118,3,34.2,10.8,NA,16.6,29.8,84.2,0.2,"Earlwood","SPS2",NA
2012-05-08 19:00:00,1200,78.6,0.33,115,39,153,0,27.7,13.4,2,14.3,63.8,66.5,0.4,"Chullora","SPS2",NA
2012-05-08 19:00:00,1800,73.1,0.55,184,27,211,1,47.8,20.8,NA,14.7,216.7,40.3,0.6,"Liverpool","SPS2",NA
2012-05-08 19:00:00,NA,81.7,0.39,135,31,166,3,34,12.2,NA,14.5,253.5,72.7,0.2,"Earlwood","SPS2",NA
2012-05-08 20:00:00,1400,84.4,0.45,194,40,234,0,35,18.6,3,13,66.6,57.5,0.2,"Chullora","SPS2",NA
2012-05-08 20:00:00,1800,79.2,0.57,203,27,230,1,45.2,23.9,NA,13.4,218.7,51.7,0.4,"Liverpool","SPS2",NA
2012-05-08 20:00:00,NA,89.6,0.39,163,26,187,3,31.9,12.3,NA,13.2,236.3,68.4,0.1,"Earlwood","SPS2",NA
2012-05-08 21:00:00,1400,86.3,0.52,203,38,241,1,43.6,20.7,4,12.6,206.9,25.9,0.5,"Chullora","SPS2",NA
2012-05-08 21:00:00,1900,85.4,0.67,208,22,230,1,44.9,27.1,NA,12.2,250.7,11.9,0.7,"Liverpool","SPS2",NA
2012-05-08 21:00:00,NA,92.6,0.43,187,21,207,3,34.8,14.2,NA,12.6,273.5,31.8,0.4,"Earlwood","SPS2",NA
2012-05-08 22:00:00,1600,85.8,0.97,202,32,233,1,50.4,22.2,4,12.4,223,15.4,0.8,"Chullora","SPS2",NA
2012-05-08 22:00:00,1900,88.1,0.76,201,19,220,1,42.1,22.6,NA,11.4,251.2,24.3,0.7,"Liverpool","SPS2",NA
2012-05-08 22:00:00,NA,93.8,0.41,137,20,156,2,30.6,13.1,NA,12.2,296.3,57.8,0.4,"Earlwood","SPS2",NA
2012-05-08 23:00:00,1300,90,0.59,186,19,205,1,36.2,20.2,NA,10.7,268.4,11.8,0.9,"Liverpool","SPS2",NA
2012-05-08 23:00:00,1500,89.4,0.95,163,29,192,0,37.4,17.8,3,11.4,247.3,44.8,0.6,"Chullora","SPS2",NA
2012-05-08 23:00:00,NA,94.9,0.45,148,19,166,3,27.1,12.1,NA,11.7,285.3,29.9,0.7,"Earlwood","SPS2",NA
2012-05-09 00:00:00,800,90.6,0.47,99,16,115,0,29.8,6.6,NA,10.3,254.3,33.7,0.8,"Liverpool","SPS2",NA
2012-05-09 00:00:00,1300,90.6,0.61,128,26,154,0,29.1,15.6,3,11.2,264.7,43.8,0.8,"Chullora","SPS2",NA
2012-05-09 00:00:00,NA,95.6,0.53,167,18,184,3,29.4,13.8,NA,11.1,275.9,56.1,0.5,"Earlwood","SPS2",NA
2012-05-09 02:00:00,400,92.7,0.4,55,11,66,0,27.4,15,NA,9.1,328.3,80.9,0.2,"Liverpool","SPS2",NA
2012-05-09 02:00:00,1100,92,0.57,117,22,138,1,31.3,15.4,2,10.3,334,47.6,0.7,"Chullora","SPS2",NA
2012-05-09 02:00:00,NA,95.9,0.56,NA,NA,NA,2,32.6,15.1,NA,10.4,298.1,20.5,0.6,"Earlwood","SPS2",NA
2012-05-09 03:00:00,600,95.4,0.38,53,8,61,0,28.4,8.1,NA,8.3,250.4,32.2,0.7,"Liverpool","SPS2",NA
2012-05-09 03:00:00,1000,93.3,0.58,101,21,121,0,26.3,14.6,2,9.9,315,32,0.8,"Chullora","SPS2",NA
2012-05-09 03:00:00,NA,96.1,0.52,111,15,124,2,29.5,13.7,NA,10.4,297.4,23.2,1,"Earlwood","SPS2",NA
2012-05-09 04:00:00,500,95.2,0.33,48,8,56,0,24.3,3.1,NA,8.2,296.7,36.7,0.6,"Liverpool","SPS2",NA
2012-05-09 04:00:00,600,94.6,0.42,54,17,71,0,17.5,9.3,1,9.7,317.7,42,0.6,"Chullora","SPS2",NA
2012-05-09 04:00:00,NA,95,0.47,70,11,81,2,22.9,10.6,NA,10.3,293.2,22.7,0.8,"Earlwood","SPS2",NA
2012-05-09 05:00:00,300,93.7,0.33,33,16,48,0,17.1,6.7,1,9.9,305,38.4,0.7,"Chullora","SPS2",NA
2012-05-09 05:00:00,600,95,0.38,85,8,93,0,25.6,9.2,NA,8,261.3,17,0.9,"Liverpool","SPS2",NA
2012-05-09 05:00:00,NA,95.8,0.41,65,8,72,2,19.2,8.6,NA,9.5,304,53.7,0.3,"Earlwood","SPS2",NA
2012-05-09 06:00:00,500,94,0.4,79,19,97,0,26.1,9.8,2,9.7,300.7,38.2,0.5,"Chullora","SPS2",NA
2012-05-09 06:00:00,700,94.1,0.39,98,11,109,0,46.8,9,NA,8.5,249.6,86.1,0.5,"Liverpool","SPS2",NA
2012-05-09 06:00:00,NA,96.7,0.37,90,5,94,2,18.8,8.6,NA,9,56.6,86.1,0.1,"Earlwood","SPS2",NA
2012-05-09 07:00:00,700,89.4,0.43,90,19,109,1,26.5,13.2,2,10.9,315.1,55.4,0.6,"Chullora","SPS2",NA
2012-05-09 07:00:00,800,90.5,0.4,101,12,114,1,34.4,2.8,NA,10.2,252.6,20.9,0.7,"Liverpool","SPS2",NA
2012-05-09 07:00:00,NA,97.4,0.32,78,8,85,2,18.8,10.2,NA,10.3,331,89,0.2,"Earlwood","SPS2",NA
2012-05-09 08:00:00,500,78.3,0.29,48,10,59,2,19.9,37.7,NA,13.2,269.9,24.3,1,"Liverpool","SPS2",NA
2012-05-09 08:00:00,700,73.7,0.29,63,20,82,2,21.8,8.9,2,14,328,32.4,1.4,"Chullora","SPS2",NA
2012-05-09 08:00:00,NA,84.2,0.34,83,15,97,3,24.9,12.1,NA,13.4,298,27.8,1,"Earlwood","SPS2",NA
2012-05-09 09:00:00,500,57.6,0.18,30,20,50,5,17.1,3.2,2,17.4,309,29.5,1.5,"Chullora","SPS2",NA
2012-05-09 09:00:00,600,65.8,0.35,55,14,69,3,21.6,27.8,NA,16.9,318.7,45.9,0.7,"Liverpool","SPS2",NA
2012-05-09 09:00:00,NA,66.8,0.3,67,19,86,4,33.9,13.4,NA,17,290.9,30,1.3,"Earlwood","SPS2",NA
2012-05-09 10:00:00,400,46,0.15,21,19,40,9,14.7,2.5,1,20.2,332.8,40.7,1.3,"Chullora","SPS2",NA
2012-05-09 10:00:00,500,52.5,0.22,23,11,35,8,15.6,17.2,NA,20.3,335.7,34.8,1.2,"Liverpool","SPS2",NA
2012-05-09 10:00:00,NA,44.7,0.14,17,13,31,11,24.5,1.6,NA,20.9,304.5,34.4,1.3,"Earlwood","SPS2",NA
2012-05-09 11:00:00,400,39.9,0.13,14,18,32,13,16.7,2.7,0,22,352.7,39.3,1.6,"Chullora","SPS2",NA
2012-05-09 11:00:00,400,44.4,0.15,14,11,26,11,13.5,7.5,NA,22.1,335.1,33.3,1.4,"Liverpool","SPS2",NA
2012-05-09 11:00:00,NA,37.1,0.12,11,12,23,16,20.7,0.6,NA,23,306.1,41.4,1.3,"Earlwood","SPS2",NA
2012-05-09 12:00:00,300,36.3,0.11,9,15,24,17,13.1,2.2,0,23.7,297.5,57.1,0.9,"Chullora","SPS2",NA
2012-05-09 12:00:00,400,39.6,0.12,7,8,15,16,13.7,6.3,NA,23.2,295,42.1,1.2,"Liverpool","SPS2",NA
2012-05-09 12:00:00,NA,34.4,0.12,9,12,20,18,21.7,2.1,NA,24.4,302.8,47,1.1,"Earlwood","SPS2",NA
2012-05-09 13:00:00,300,34.6,0.13,6,14,20,20,18.3,3.8,0,24.7,313.6,56.9,0.9,"Chullora","SPS2",NA
2012-05-09 13:00:00,400,38.1,0.1,4,5,10,20,21.7,1.7,NA,24.2,281.1,31.5,1.2,"Liverpool","SPS2",NA
2012-05-09 13:00:00,NA,32.8,0.12,7,11,18,20,25.2,2.8,NA,25.7,302.8,43.3,1.1,"Earlwood","SPS2",NA
2012-05-09 14:00:00,300,34.4,0.12,5,15,20,21,18.5,4.5,0,25.7,332.4,57.1,0.9,"Chullora","SPS2",NA
2012-05-09 14:00:00,300,35.8,0.09,3,5,8,20,14.6,8.2,NA,25.9,325.6,28.1,1.4,"Liverpool","SPS2",NA
2012-05-09 14:00:00,NA,31.7,0.12,7,11,18,21,25.8,3.9,NA,26.4,312.3,48,0.9,"Earlwood","SPS2",NA
2012-05-09 15:00:00,300,33.7,0.12,4,16,20,19,20,3.8,0,26.1,316.9,54.7,0.7,"Chullora","SPS2",NA
2012-05-09 15:00:00,400,34.4,0.11,4,9,13,18,17.4,-0.9,NA,26.9,334.7,32.5,1,"Liverpool","SPS2",NA
2012-05-09 15:00:00,NA,32.8,0.12,6,15,21,18,20.6,3.8,NA,26.5,335.1,43.7,0.9,"Earlwood","SPS2",NA
2012-05-09 16:00:00,400,41.3,0.16,10,26,36,12,22.8,8,0,24.3,16.5,24.2,0.9,"Chullora","SPS2",NA
2012-05-09 16:00:00,500,37.1,0.13,7,19,26,8,19.1,8.2,NA,25.7,327.4,22.8,1.3,"Liverpool","SPS2",NA
2012-05-09 16:00:00,NA,39,0.15,25,28,53,8,26.2,7,NA,24.8,21.7,34.8,0.7,"Earlwood","SPS2",NA
2012-05-09 17:00:00,900,54.3,0.4,100,42,141,1,56.7,16.4,2,20.2,31.2,66.9,0.3,"Chullora","SPS2",NA
2012-05-09 17:00:00,1100,52.9,0.21,62,24,87,1,32.6,9,NA,21,265.9,34.8,0.6,"Liverpool","SPS2",NA
2012-05-09 17:00:00,NA,60.1,0.27,83,34,116,2,35.9,12.8,NA,20.9,172.1,91.1,0,"Earlwood","SPS2",NA
2012-05-09 18:00:00,1500,64,0.41,138,25,164,1,55.2,22.6,NA,18.4,198.6,94.3,0.2,"Liverpool","SPS2",NA
2012-05-09 18:00:00,1600,62.5,0.58,220,47,265,1,75.7,26.8,4,18.2,207.7,67.1,0.4,"Chullora","SPS2",NA
2012-05-09 18:00:00,NA,77.1,0.37,122,29,150,2,63.9,15,NA,17.5,250.3,84.2,0.1,"Earlwood","SPS2",NA
2012-05-09 19:00:00,1700,72.3,0.59,212,27,240,1,63.8,27.3,NA,16.6,225.4,19.5,0.6,"Liverpool","SPS2",NA
2012-05-09 19:00:00,2200,69,0.86,NA,NA,NA,1,88.3,31.7,6,16.9,214,28.2,0.7,"Chullora","SPS2",NA
2012-05-09 19:00:00,NA,86,0.56,NA,NA,NA,2,90.2,21.1,NA,16,284,64.6,0.1,"Earlwood","SPS2",NA
2012-05-09 20:00:00,1800,77.9,0.65,206,26,232,1,54.3,26.3,NA,15.3,252.3,41.3,0.4,"Liverpool","SPS2",NA
2012-05-09 20:00:00,2300,73.1,1.18,NA,NA,NA,1,74.4,28.7,5,16,218.1,11.3,0.6,"Chullora","SPS2",NA
2012-05-09 20:00:00,NA,90.9,0.58,NA,NA,NA,2,70.9,21,NA,15.1,298.4,72.7,0.1,"Earlwood","SPS2",NA
2012-05-09 21:00:00,2000,80.2,0.76,233,35,266,0,51.5,22.2,5,14.6,236.1,88,0.1,"Chullora","SPS2",NA
